,store_code_uc,channel_code,upc,year,month,sales,dma_code,volume
340,8043604,F,2370002084,2012,6,490.51497699125855,828.0,65.487345
341,1711551,F,2370002084,2012,6,354.70199618264064,839.0,56.13201
342,5255365,F,2370002084,2012,6,384.78613418279747,855.0,59.53395
343,8247559,F,2370002084,2012,6,2325.364116865232,862.0,352.951275
344,6629572,F,2370002084,2012,6,166.03875787657202,866.0,27.215519999999998
345,315377,F,2370002084,2012,6,309.50024834624674,868.0,50.178615
346,6755557,F,2370002084,2012,6,1003.5600083668157,881.0,152.236815
347,366762,F,2580002770,2012,6,1555.9523727764754,500.0,
348,5395360,F,2580002770,2012,6,43114.02574747905,501.0,
349,5495644,F,2580002770,2012,6,20913.41439227291,504.0,
350,938062,F,2580002770,2012,6,21175.097291330763,506.0,
351,4220701,F,2580002770,2012,6,3769.64824859028,510.0,
352,2734310,F,2580002770,2012,6,8861.856014040564,511.0,
353,2711828,F,2580002770,2012,6,8182.894978647193,512.0,
354,8323010,F,2580002770,2012,6,2935.09197591926,514.0,
355,26549,F,2580002770,2012,6,1952.012976755942,517.0,
356,3375186,F,2580002770,2012,6,742.6136324614996,518.0,
357,7457552,F,2580002770,2012,6,5056.845211523545,521.0,
358,3885582,F,2580002770,2012,6,905.2813805244948,523.0,
359,2045484,F,2580002770,2012,6,2171.2608111017175,524.0,
360,365956,F,2580002770,2012,6,926.4989128805375,526.0,
361,2806606,F,2580002770,2012,6,8847.710992469869,528.0,
362,3359872,F,2580002770,2012,6,3338.225090684074,532.0,
363,6000222,F,2580002770,2012,6,8218.257532573925,533.0,
364,1310095,F,2580002770,2012,6,4837.59737717777,534.0,
365,7228240,F,2580002770,2012,6,2737.061673929527,538.0,
366,42660,F,2580002770,2012,6,2128.825746389632,539.0,
367,6530416,F,2580002770,2012,6,1937.8679551852467,543.0,
368,3136984,F,2580002770,2012,6,3338.2250906840745,544.0,
369,6425591,F,2580002770,2012,6,2128.825746389633,548.0,
370,3136744,F,2580002770,2012,6,325.33549612599023,549.0,
371,2090499,F,2580002770,2012,6,2942.1644867046084,555.0,
372,5803862,F,2580002770,2012,6,1230.6168766504848,556.0,
373,5415850,F,2580002770,2012,6,2404.6536670181895,560.0,
374,8342214,F,2580002770,2012,6,1753.9826747662082,561.0,
375,913873,F,2580002770,2012,6,2786.5692494269606,566.0,
376,4559217,F,2580002770,2012,6,997.2240207340136,571.0,
377,6665531,F,2580002770,2012,6,1202.3268335090945,576.0,
378,2802807,F,2580002770,2012,6,700.1785677494139,577.0,
379,3881696,F,7590166500,2012,6,23.58762609051848,501.0,
380,8275501,F,7590166500,2012,6,9.433161915303428,503.0,
381,7637611,F,7590166500,2012,6,1153.2819456331335,504.0,
382,5897421,F,7590166500,2012,6,56.59897149182057,507.0,
383,4379999,F,7590166500,2012,6,136.99330637359574,511.0,
384,1653519,F,7590166500,2012,6,47.17525218103696,512.0,
385,3188337,F,7590166500,2012,6,87.31576399480562,544.0,
386,2106205,F,7590166500,2012,6,28.29948574591028,561.0,
387,2540073,F,7590166500,2012,6,13.106335073514673,564.0,
388,4898506,F,7590166500,2012,6,7.535198406818955,566.0,
389,7587494,F,7590166500,2012,6,173.01684261672142,602.0,
390,7055851,F,7590166500,2012,6,63.99253083084217,613.0,
391,3111527,F,7590166500,2012,6,110.3934894412536,617.0,
392,4538876,F,7590166500,2012,6,12.265943271250404,658.0,
